0.0	0.0
1.0000000000000002e-06	-1496127.5806765407
1.0075133575555318e-06	-1049645.0822692153
1.0150831656528206e-06	-605844.1549997588
1.0227098484249758e-06	-165677.56317538468
1.0303938331917559e-06	269887.73929043
1.0381355504835405e-06	699872.623702678
1.0459354340654323e-06	1123287.9453579737
1.0537939209615704e-06	1539136.8472846388
1.0617114514796005e-06	1946417.2093973362
1.0696884692353692e-06	2344124.2429061527
1.0777254211777637e-06	2731253.2291461304
1.0858227576137585e-06	3106802.4012830895
1.0939809322336484e-06	3469775.9665755206
1.1022004021364536e-06	3819187.266047619
1.1104816278555557e-06	4154062.0675529977
1.1188250733844835e-06	4473441.987269229
1.1272312062029196e-06	4776388.033683923
1.1357004973028757e-06	5061984.267089433
1.1442334212151074e-06	5329341.566518261
1.1528304560356857e-06	5577601.494907082
1.1614920834527884e-06	5805940.252097361
1.1702187887736934e-06	6013572.704048663
1.1790110609519515e-06	6199756.47537199
1.18786939261481e-06	6363796.090988343
1.1967942800907976e-06	6505047.151378707
1.2057862234375398e-06	6622920.524535665
1.2148457264697605e-06	6716886.536346402
1.223973296787537e-06	6786479.139749959
1.2331694458047248e-06	6831300.041618655
1.2424346887776127e-06	6851022.764931698
1.2517695448337998e-06	6845396.622440868
1.2611745370012614e-06	6814250.576690161
1.270650192237684e-06	6757496.959953348
1.2801970414599707e-06	6675135.026409051
1.2898156195739988e-06	6567254.3076967485
1.2995064655045676e-06	6434037.74190416
1.309270122225629e-06	6275764.545041172
1.3191071367906846e-06	6092812.793180005
1.3290180603634466e-06	5885661.682695829
1.339003448248722e-06	5654893.435453336
1.3490638599235046e-06	5401194.81536816
1.3591998590683556e-06	5125358.222545905
1.3694120135989643e-06	4828282.331196644
1.3797008956979798e-06	4510972.237745032
1.390067081847046e-06	4174539.086044095
1.4005111528591375e-06	3820199.1373602543
1.411033693911078e-06	3449272.2538688052
1.4216352945763346e-06	3063179.765781535
1.432316548858056e-06	2663441.693964729
1.443078055222332e-06	2251673.3020037906
1.4539204166317586e-06	1829580.954148389
1.4648442405792006e-06	1398957.2584634225
1.4758501391218398e-06	961675.4778059699
1.486938728915443e-06	519683.1949889512
1.498110631248953e-06	74995.22266471041
1.5093664720792692e-06	-370314.2468982886
1.5207068820663323e-06	-814120.2518919166
1.5321324966084607e-06	-1254256.4250904636
1.5436439558779298e-06	-1688525.1002069123
1.5552419048568758e-06	-2114708.1422231295
1.5669269933734117e-06	-2530578.476538059
1.5786998761380469e-06	-2933912.284482586
1.5905612127803458e-06	-3322501.825049474
1.6025116678859244e-06	-3694168.834641696
1.6145519110336631e-06	-4046778.448265719
1.626682616833226e-06	-4378253.576965167
1.6389044649628685e-06	-4686589.667434138
1.6512181402074919e-06	-4969869.760749052
1.663624332497051e-06	-5226279.758086335
1.6761237369451838e-06	-5454123.792221136
1.6887170538881741e-06	-5651839.594643444
1.70140498892416e-06	-5818013.73936264
1.714188252952713e-06	-5951396.636029356
1.727067562214639e-06	-6050917.136990124
1.7400436383321178e-06	-6115696.615451278
1.7531172083491425e-06	-6145062.365187677
1.7662890047722252e-06	-6138560.166344922
1.7795597656114832e-06	-6095965.856999599
1.7929302344219603e-06	-6017295.746419888
1.806401160345303e-06	-5902815.703572647
1.819973298151705e-06	-5753048.753517908
1.833647408282239e-06	-5568781.015083047
1.8474242568914376e-06	-5351065.81578715
1.8613046158902253e-06	-5101225.824545929
1.8752892629891777e-06	-4820853.049391648
1.889378981742065e-06	-4511806.556434507
1.9035745615897994e-06	-4176207.7777018347
1.9178767979046383e-06	-3816433.289450295
1.9322864920347616e-06	-3435104.95913282
1.946804451349143e-06	-3035077.3785120193
1.96143148928283e-06	-2619422.522472536
1.976168425382491e-06	-2191411.5979331257
1.9910160853523414e-06	-1754494.0748472163
2.005975301100417e-06	-1312273.921571345
2.0210469107851503e-06	-868483.0997506008
2.036231758862382e-06	-426952.4091624268
2.051530696132644e-06	8420.189519236465
2.0669445797888457e-06	433703.6066255356
2.0824742734642674e-06	844969.8015590281
2.0981206472810005e-06	1238331.8562214652
2.1138845778986664e-06	1609983.6499103145
2.129766948563543e-06	1956240.7984692194
2.145768649158064e-06	2273582.477482143
2.1618905762506384e-06	2558693.707303853
2.178133633145944e-06	2808507.6374374167
2.1944987299354986e-06	3020247.329963265
2.2109867835486733e-06	3191466.5072493628
2.22759871780403e-06	3320088.698877791
2.244335463461135e-06	3404444.1975438436
2.2611979582726786e-06	3443304.214542976
2.2781871470370197e-06	3435911.6133247414
2.2953039816511348e-06	3382007.595398397
2.3125494211639156e-06	3281853.7175589837
2.3299244318299577e-06	3136248.6338498336
2.3474299871636648e-06	2946538.9807176157
2.365067067993813e-06	2714623.860185986
2.3828366625184634e-06	2442952.424207917
2.4007397663603945e-06	2134514.124138435
2.4187773826228436e-06	1792821.2628358998
2.436950521945722e-06	1421883.5733632594
2.45526020256225e-06	1026174.6475422629
2.4737074503559676e-06	610590.1493588054
2.4922932989182742e-06	180397.87179549524
2.511018789606303e-06	-258820.1698326222
2.5298849716012836e-06	-701233.270826629
2.548892901967291e-06	-1140834.7069189597
2.568043645710528e-06	-1571520.8932480444
2.5873382758389622e-06	-1987176.2227000261
2.606777873422453e-06	-2381762.610659334
2.6263635276533355e-06	-2749412.611964584
2.646096335907403e-06	-3084524.81992811
2.6659774038054566e-06	-3381860.110315757
2.686007845275216e-06	-3636637.1591178672
2.706188782613743e-06	-3844625.5459404415
2.7265213465502887e-06	-4002234.659166397
2.747006676309711e-06	-4106596.5490472857
2.7676459196762586e-06	-4155640.8348834235
2.7884402330578947e-06	-4148159.7666256605
2.8093907815511e-06	-4083861.573484429
2.8304987390061084e-06	-3963410.3059963444
2.8517652880927427e-06	-3788450.4964628145
2.8731916203666377e-06	-3561615.12805828
2.894778936336022e-06	-3286515.6166876317
2.9165284455289353e-06	-2967712.772360368
2.9384413665610734e-06	-2610668.017806173
2.960518927204012e-06	-2221674.4993967502
2.982762364454015e-06	-1807768.1258453948
3.0051729246013537e-06	-1376619.0088496432
3.0277518633000864e-06	-936404.25043339
3.0505004456384867e-06	-495663.51622463355
3.073419946209878e-06	-63139.34265691039
3.0965116491840684e-06	352395.3621480903
3.1197768483792578e-06	742319.6619563514
3.1432168473346005e-06	1098353.3402396862
3.166832959383197e-06	1412748.1725551083
3.190626507725686e-06	1678477.4592586916
3.2145988255043988e-06	1889419.2411452674
3.238751255878006e-06	2040528.395320545
3.2630851520968447e-06	2127992.68728989
3.287601877578695e-06	2149367.8529457767
3.3123028059851945e-06	2103686.914322933
3.337189321298752e-06	1991539.2068494891
3.362262817900172e-06	1815115.021630262
3.3875247006467253e-06	1578212.3487130597
3.4129763849508805e-06	1286202.946704508
3.4386192968596157e-06	945955.8560384349
3.464454873134273e-06	565717.5077588584
3.490484561331135e-06	154948.74111190237
3.5167098198824795e-06	-275879.69031701994
3.5431321181783206e-06	-715530.2008792064
3.5697529366486825e-06	-1152275.73458822
3.5965737668466335e-06	-1574205.7088934288
3.6235961115317964e-06	-1969553.4973936582
3.6508214847545707e-06	-2327037.1550079137
3.678251411940964e-06	-2636203.980704252
3.7058874299780156e-06	-2887768.6036844742
3.733731087299991e-06	-3073933.622929651
3.7617839439750806e-06	-3188681.478905703
3.7900475717928385e-06	-3228026.2370858532
3.8185235543521925e-06	-3190214.3556858487
3.84721348715026e-06	-3075864.324879042
3.876118977671684e-06	-2888036.3196999896
3.905241645478714e-06	-2632224.7070432925
3.934583122301964e-06	-2316268.374795498
3.964145052131779e-06	-1950176.3755322474
3.9939290913104365e-06	-1545869.2455084326
4.023936908624893e-06	-1116839.4982021349
4.054170185400308e-06	-677738.106103429
4.084630615594197e-06	-243897.16097334484
4.1153199058914275e-06	169197.7896821753
4.146239775799787e-06	546469.138668126
4.177391957746339e-06	873823.0313543302
4.208778197174507e-06	1138718.0791914305
4.240400252641805e-06	1330703.9423990925
4.2722598959184705e-06	1441906.0581805478
4.304358912086664e-06	1467433.049805225
4.336699099640529e-06	1405684.6584520775
4.3692822705868804e-06	1258540.4541136206
4.402110250546845e-06	1031413.1195049031
4.435184878858075e-06	733154.7249913312
4.468508008677823e-06	375810.0283916744
4.502081507086795e-06	-25782.714856995473
4.535907255193685e-06	-454535.87636089366
4.569987148240685e-06	-891786.5501598247
4.604323095709602e-06	-1318078.2366891953
4.63891702142888e-06	-1714020.6809498325
4.673770863681318e-06	-2061192.1479740562
4.708886575312781e-06	-2343043.320824469
4.744266123841551e-06	-2545758.4977733744
4.779911491568586e-06	-2659028.215761745
4.8158246756885365e-06	-2676688.1453400273
4.852007688401737e-06	-2597182.30880917
4.8884625570268885e-06	-2423814.4752976834
4.9251913241146605e-06	-2164759.9546346506
4.962196047562156e-06	-1832820.7621646381
4.999478800728138e-06	-1444919.909469694
5.037041672549309e-06	-1021344.8735958365
5.074886767657285e-06	-584765.4321699328
5.113016206496552e-06	-159066.2059733539
5.151432125443189e-06	231951.50130079512
5.190136676924696e-06	565931.6225884361
