0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.667824101399999889e-05 1.168713355499999977e+02 1.480869901099999879e+02 -4.052661435499999953e+01 2.419798418399999917e+01
3.335648202699999747e-05 1.260378912099999980e+02 1.559377018000000135e+02 -4.231300363900000150e+01 2.074427384299999844e+01
5.003472304099999975e-05 1.319567230000000109e+02 1.594369427400000063e+02 -4.289651898399999652e+01 1.545664833000000016e+01
6.671296405499999526e-05 1.351361654300000055e+02 1.595164134199999921e+02 -4.242165815300000276e+01 8.835971977599999860e+00
8.339120506800000400e-05 1.369744534600000065e+02 1.581518035800000064e+02 -4.140035158799999948e+01 1.623462396100000094e+00
1.000694460799999989e-04 1.391940822500000081e+02 1.576440070900000023e+02 -4.047201108800000213e+01 -5.427986245599999648e+00
1.167476870999999963e-04 1.432446099800000070e+02 1.598866142599999876e+02 -4.017086213999999700e+01 -1.173020960600000073e+01
1.334259281099999905e-04 1.498538982700000020e+02 1.657983690199999955e+02 -4.076090796900000157e+01 -1.698926322299999825e+01
1.501041691200000118e-04 1.588513212100000089e+02 1.750950586200000032e+02 -4.217499502199999739e+01 -2.125127576899999937e+01
1.667824101400000093e-04 1.693116146300000082e+02 1.864836780699999963e+02 -4.407106309099999919e+01 -2.484134001800000036e+01
1.834606511500000035e-04 1.799603991399999927e+02 1.982088839500000006e+02 -4.598227773100000348e+01 -2.821210509699999847e+01
2.001388921599999977e-04 1.896851913700000125e+02 2.087435053600000003e+02 -4.750393552300000266e+01 -3.175631388200000060e+01
2.168171331799999952e-04 1.979547023099999876e+02 2.173558181399999967e+02 -4.844580835600000057e+01 -3.565385048600000317e+01
2.334953741899999894e-04 2.049859834400000125e+02 2.243350447400000007e+02 -4.889211789299999822e+01 -3.981116296599999771e+01
2.501736152099999868e-04 2.116005780700000116e+02 2.307945558499999947e+02 -4.914816644599999762e+01 -4.391424543200000130e+01
2.668518562199999810e-04 2.188362367699999993e+02 2.381429847199999870e+02 -4.959812129600000219e+01 -4.757076017400000012e+01
2.835300972299999753e-04 2.274785892099999955e+02 2.474467211600000098e+02 -5.053390150199999908e+01 -5.048123333200000218e+01
3.002083382499999998e-04 2.377072097699999915e+02 2.589482451399999832e+02 -5.202598836800000015e+01 -5.256836203699999999e+01
3.168865792599999940e-04 2.490007276599999955e+02 2.719370384399999807e+02 -5.388878372899999647e+01 -5.401167992799999951e+01
3.335648202699999882e-04 2.603369759400000021e+02 2.850219771499999979e+02 -5.575353828499999764e+01 -5.517448978099999835e+01
3.502430612900000128e-04 2.706019413999999870e+02 2.966877861199999984e+02 -5.721738218099999784e+01 -5.645457131999999945e+01
3.669213023000000070e-04 2.790359494599999834e+02 3.059020673200000147e+02 -5.800592417099999665e+01 -5.812132289699999887e+01
3.835995433100000012e-04 2.855319038200000250e+02 3.125209446399999820e+02 -5.808193423499999852e+01 -6.020694923100000295e+01
4.002777843300000258e-04 2.906633838800000262e+02 3.173270789100000115e+02 -5.765560865300000160e+01 -6.249627400300000346e+01
4.169560253400000200e-04 2.954332249299999944e+02 3.216873231100000226e+02 -5.709305126999999658e+01 -6.461857369599999856e+01
4.336342663599999903e-04 3.008487352000000215e+02 3.269745253400000138e+02 -5.676165090199999952e+01 -6.620264838999999313e+01
4.503125073699999845e-04 3.075003116699999737e+02 3.339940452000000164e+02 -5.687673714999999675e+01 -6.703058788200000606e+01
4.669907483799999788e-04 3.153172235600000022e+02 3.426514356199999725e+02 -5.741280062700000286e+01 -6.712681016800000577e+01
4.836689894000000033e-04 3.235995960100000275e+02 3.519960010199999942e+02 -5.811532379700000206e+01 -6.674623850499999378e+01
5.003472304100000517e-04 3.313106604399999924e+02 3.606185328400000003e+02 -5.860737175999999948e+01 -6.626750170900000114e+01
5.170254714199999917e-04 3.375060475899999801e+02 3.672354879600000004e+02 -5.854601645999999704e+01 -6.603617796599999679e+01
5.337037124399999621e-04 3.417215326400000208e+02 3.712165550400000029e+02 -5.776353587300000214e+01 -6.622328489500000614e+01
5.503819534500000105e-04 3.441595220899999958e+02 3.728382864499999982e+02 -5.633524281399999722e+01 -6.675729777200000115e+01
5.670601944699999808e-04 3.455991759500000171e+02 3.731616487800000073e+02 -5.454663155099999727e+01 -6.735705588199999738e+01
5.837384354800000293e-04 3.470698662099999865e+02 3.735875643100000048e+02 -5.277434492100000085e+01 -6.765102812099999596e+01
6.004166764899999693e-04 3.494250060400000280e+02 3.752769452900000147e+02 -5.133091850699999981e+01 -6.733287366999999790e+01
6.170949175100000480e-04 3.529931021799999940e+02 3.786759128499999747e+02 -5.033773517800000263e+01 -6.628872832400000448e+01
6.337731585199999880e-04 3.574493088099999909e+02 3.833411793500000044e+02 -4.967834685199999711e+01 -6.464394663199999513e+01
6.504513995300000365e-04 3.619583840999999893e+02 3.881347830700000259e+02 -4.905065860799999911e+01 -6.271076423299999902e+01
6.671296405500000068e-04 3.655274173899999823e+02 3.917042187999999783e+02 -4.809548085899999847e+01 -6.085941860199999809e+01
6.838078815599999468e-04 3.674206699900000217e+02 3.930469769200000201e+02 -4.654762962299999884e+01 -5.936665848599999862e+01
7.004861225699999952e-04 3.674646341999999777e+02 3.919256017899999733e+02 -4.434693861899999945e+01 -5.830441216999999909e+01
7.171643635899999656e-04 3.661184179399999721e+02 3.889633291999999756e+02 -4.166373696600000187e+01 -5.751419475800000214e+01
7.338426046000000140e-04 3.642826067899999885e+02 3.853838389699999993e+02 -3.882906214500000175e+01 -5.667699097799999919e+01
7.505208456199999843e-04 3.629279849000000127e+02 3.825059357599999998e+02 -3.619931214199999658e+01 -5.544885304499999990e+01
7.671990866300000328e-04 3.626990711999999917e+02 3.812040700300000253e+02 -3.401181373699999710e+01 -5.360559224499999686e+01
7.838773276399999728e-04 3.636563759300000243e+02 3.815577316200000269e+02 -3.229101452799999805e+01 -5.113673443100000071e+01
8.005555686600000515e-04 3.652624306100000240e+02 3.828326232499999833e+02 -3.084353182799999971e+01 -4.825042286600000097e+01
8.172338096699999915e-04 3.666150058599999966e+02 3.837982019899999955e+02 -2.934324407700000137e+01 -4.528807987199999729e+01
8.339120506800000400e-04 3.668288294700000165e+02 3.832472636100000045e+02 -2.747039606499999920e+01 -4.258493284499999731e+01
8.505902917000000103e-04 3.654067841300000055e+02 3.805010893599999804e+02 -2.504677268800000078e+01 -4.033449119800000204e+01
8.672685327099999503e-04 3.624474283299999797e+02 3.756917183400000226e+02 -2.211116236999999884e+01 -3.851285802600000352e+01
8.839467737300000291e-04 3.586047069699999952e+02 3.697069203099999868e+02 -1.890451137599999853e+01 -3.689355530099999925e+01
9.006250147399999691e-04 3.548188233299999865e+02 3.638237940399999957e+02 -1.577172477300000075e+01 -3.514587446299999840e+01
9.173032557500000175e-04 3.519315472700000100e+02 3.591852073300000256e+02 -1.302144851000000081e+01 -3.297535011400000116e+01
9.339814967699999878e-04 3.503458644500000219e+02 3.563366911900000105e+02 -1.080211444400000076e+01 -3.024793924200000106e+01
9.506597377800000363e-04 3.498700406899999962e+02 3.550143943200000081e+02 -9.045260923900000805e+00 -2.704679172799999876e+01
9.673379787899999763e-04 3.498086749799999779e+02 3.542692208600000185e+02 -7.498861902399999835e+00 -2.363880493699999974e+01
9.840162198099999466e-04 3.492607884399999989e+02 3.528726597099999935e+02 -5.836055352799999874e+00 -2.036560997899999848e+01
1.000694460800000043e-03 3.474998694799999726e+02 3.498340304600000081e+02 -3.793638621099999941e+00 -1.750471777699999976e+01
1.017372701799999953e-03 3.442781861000000276e+02 3.448145401200000038e+02 -1.282867023699999942e+00 -1.515842549899999980e+01
1.034050942800000079e-03 3.399304290499999865e+02 3.382681711700000164e+02 1.572943180400000029e+00 -1.321608340899999945e+01
1.050729183900000075e-03 3.352358191999999804e+02 3.312538146100000063e+02 4.488830762800000151e+00 -1.140459861599999947e+01
1.067407424899999985e-03 3.310978966100000207e+02 3.249993385600000124e+02 7.134978525300000207e+00 -9.405456646899999384e+00
1.084085665899999894e-03 3.281759125799999879e+02 3.203999289999999860e+02 9.271038292400000103e+00 -6.989323721899999953e+00
1.100763906900000021e-03 3.266204464300000154e+02 3.176584122099999945e+02 1.084237872199999941e+01 -4.112475834999999691e+00
